Unnamed: 0,Entity,Code,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
1332,Bahrain,BHR,1950,1905.9999,71.0,47.0,63.0,75.0,82.0,71.0,69.00001,64.0,61.0,65.0,66.0,74.0,76.0,77.0,67.0,37.0,14.0,3.0,0.0,0.0
1333,Bahrain,BHR,1951,1908.0,74.0,48.0,62.0,74.0,84.00001,72.0,70.0,66.0,65.0,65.0,66.0,74.0,80.00001,77.0,68.0,39.0,15.000001,2.0,0.0,0.0
1334,Bahrain,BHR,1952,1920.0,79.0,48.0,62.0,73.0,83.00001,75.0,70.0,67.0,65.0,65.0,70.0,74.0,80.00001,78.0,68.0,42.999996,17.0,3.0,0.0,0.0
1335,Bahrain,BHR,1953,1921.0001,80.0,48.0,61.0,73.0,80.00001,78.0,71.0,68.0,65.0,66.0,70.0,74.0,80.00001,79.0,70.0,46.0,17.0,4.0,0.0,0.0
1336,Bahrain,BHR,1954,1913.0,81.0,48.0,60.000004,72.0,80.00001,79.0,72.0,69.00001,65.0,68.0,71.0,76.0,80.00001,80.00001,70.0,48.0,18.000002,5.0000005,0.0,0.0
1337,Bahrain,BHR,1955,1887.0,79.0,48.0,60.000004,71.0,80.00001,80.00001,74.0,70.0,66.0,70.0,72.0,76.0,80.00001,80.00001,72.00001,49.0,20.0,5.0000005,0.0,0.0
1338,Bahrain,BHR,1956,1838.0,79.0,46.0,59.0,69.0,74.99999,79.0,74.0,70.0,70.0,70.0,73.0,76.0,82.0,80.00001,73.0,50.0,20.0,5.0000005,0.0,0.0
1339,Bahrain,BHR,1957,1776.0,77.99999,46.0,59.0,67.0,74.99999,77.0,76.00001,70.0,70.0,70.0,73.0,79.0,82.0,82.0,73.0,50.0,22.0,6.0,0.0,0.0
1340,Bahrain,BHR,1958,1710.0,77.0,43.0,58.0,65.0,70.0,74.0,76.00001,70.0,70.0,70.0,74.0,80.00001,81.0,83.00001,76.00001,52.0,25.0,6.0,0.0,0.0
1341,Bahrain,BHR,1959,1638.0,73.0,41.0,57.0,63.0,70.0,72.0,77.0,70.0,70.0,70.0,74.0,81.0,82.0,85.00001,76.00001,53.0,25.0,7.0,0.0,0.0
1342,Bahrain,BHR,1960,1561.0,72.0,38.0,53.999996,62.0,65.0,67.0,74.99999,67.0,70.0,70.0,74.99999,82.0,84.00001,85.00001,76.00001,54.0,25.0,7.0,0.0,0.0
1343,Bahrain,BHR,1961,1482.0,70.0,36.0,53.999996,58.0,62.0,63.0,73.0,68.0,69.00001,70.0,76.0,82.0,85.00001,85.00001,78.0,58.0,25.0,8.0,0.0,0.0
1344,Bahrain,BHR,1962,1398.9999,69.0,33.0,51.0,57.0,60.000004,61.0,68.0,68.0,68.0,71.0,76.0,83.00001,86.0,85.00001,80.0,59.0,27.0,8.0,0.0,0.0
1345,Bahrain,BHR,1963,1314.0,65.0,32.0,48.0,53.999996,55.0,57.0,65.0,68.0,67.0,71.0,77.0,83.00001,89.0,86.0,81.0,59.0,28.0,9.000001,0.0,0.0
1346,Bahrain,BHR,1964,1231.0001,62.0,31.0,46.0,51.0,51.0,53.0,60.000004,65.0,66.0,72.0,77.0,83.00001,89.99999,89.99999,83.00001,60.000004,29.000002,9.000001,1.0,0.0
1347,Bahrain,BHR,1965,1144.0,60.0,29.0,41.0,49.999996,48.0,49.999996,57.0,64.0,65.0,72.0,77.0,84.00001,91.0,91.0,84.0,60.000004,30.000002,9.000001,1.0,0.0
1348,Bahrain,BHR,1966,1056.0,57.0,26.999998,38.000004,44.999996,44.999996,45.999996,52.0,61.0,65.0,72.0,78.0,85.0,91.99999,92.99999,86.0,62.0,31.0,9.000001,1.0,0.0
1349,Bahrain,BHR,1967,968.0,55.0,26.999998,36.000004,44.0,41.0,42.0,48.0,59.0,65.0,70.0,78.0,86.0,92.99999,95.0,86.0,63.0,31.0,9.000001,1.0,0.0
1350,Bahrain,BHR,1968,881.0,51.0,26.0,34.0,39.0,39.0,38.000004,44.999996,53.999996,65.0,69.0,79.0,87.0,94.0,99.0,88.0,65.0,32.0,9.000001,1.0,0.0
1351,Bahrain,BHR,1969,764.0,48.0,25.0,33.0,38.000004,36.000004,36.000004,42.0,49.999996,62.0,67.0,75.0,84.00001,91.99999,99.0,95.0,72.00001,37.0,12.0,1.0,0.0
1352,Bahrain,BHR,1970,655.99994,43.0,22.0,33.0,35.0,35.0,35.0,40.000004,47.0,58.0,64.0,72.0,80.00001,89.99999,99.99999,102.0,78.0,42.999996,16.0,2.0,0.0
1353,Bahrain,BHR,1971,565.0,38.0,22.0,32.0,35.0,32.0,33.0,38.000004,42.999996,53.999996,63.0,67.0,76.00001,85.0,96.99999,107.99999,86.0,51.0,20.0,5.0000005,0.0
1354,Bahrain,BHR,1972,518.0,35.0,22.0,33.0,35.0,32.0,32.0,37.0,42.999996,52.0,62.0,67.0,75.0,86.0,96.0,109.0,89.0,52.0,20.0,5.0000005,0.0
1355,Bahrain,BHR,1973,482.99997,32.0,22.0,34.0,38.000004,32.0,31.0,36.000004,42.0,51.0,62.0,69.00001,75.0,86.0,96.99999,107.99999,91.0,52.0,20.0,5.0000005,0.0
1356,Bahrain,BHR,1974,454.0,31.0,19.000002,36.000004,40.000004,33.0,30.000002,35.0,42.0,51.0,61.0,70.0,75.0,88.0,98.0,107.0,92.0,51.0,20.0,5.0000005,0.0
1357,Bahrain,BHR,1975,430.0,27.0,19.000002,35.0,42.0,35.0,30.000002,35.0,42.0,51.0,61.0,72.0,75.0,88.0,100.99999,105.0,94.0,52.0,20.0,5.0000005,1.0
1358,Bahrain,BHR,1976,410.00003,26.0,18.0,35.0,44.999996,37.0,32.0,35.0,42.0,52.0,62.0,72.0,76.0,89.0,103.0,105.0,94.0,52.0,20.0,4.0,1.0
1359,Bahrain,BHR,1977,389.0,26.0,17.0,34.0,44.999996,40.0,35.0,35.0,42.0,52.0,62.0,73.0,78.0,88.0,104.0,105.0,94.0,55.0,20.0,5.0000005,1.0
1360,Bahrain,BHR,1978,369.00003,26.0,17.0,33.0,47.0,42.999996,35.0,36.000004,42.999996,53.0,64.0,75.0,80.00001,88.0,107.0,107.99999,94.0,55.0,20.0,5.0000005,1.0
1361,Bahrain,BHR,1979,350.00003,26.0,15.000001,31.0,47.0,44.999996,37.0,37.0,44.0,55.0,66.0,76.00001,82.0,88.0,105.0,110.0,92.99999,59.0,20.0,5.0000005,1.0
1362,Bahrain,BHR,1980,335.0,26.0,14.0,29.000002,46.0,47.0,41.0,40.000004,44.0,56.0,67.0,78.0,84.00001,86.0,105.0,112.0,92.99999,59.0,20.0,5.0000005,1.0
1363,Bahrain,BHR,1981,321.0,25.0,14.0,28.0,44.999996,49.0,44.0,40.000004,47.0,59.0,69.0,79.0,87.0,88.0,103.0,116.0,93.0,58.0,21.0,5.0000005,1.0
1364,Bahrain,BHR,1982,312.0,25.0,14.0,28.0,44.0,49.999996,44.999996,40.000004,47.0,59.0,71.0,82.0,89.99999,91.0,102.0,117.0,95.0,60.0,22.0,5.0000005,1.0
1365,Bahrain,BHR,1983,308.0,25.0,13.0,28.0,44.0,49.999996,45.999996,42.0,47.0,59.0,72.0,84.00001,92.99999,98.0,103.0,117.0,98.0,60.0,22.0,5.0000005,1.0
1366,Bahrain,BHR,1984,308.0,25.0,13.0,28.0,44.0,49.999996,48.0,44.999996,47.0,59.0,73.0,86.0,96.0,103.0,105.0,117.0,102.0,61.0,23.0,5.0000005,1.0
1367,Bahrain,BHR,1985,313.0,25.0,13.0,28.0,44.0,49.999996,49.999996,45.999996,47.0,59.0,75.0,89.0,99.0,107.99999,107.99999,117.0,106.0,62.0,26.0,5.0000005,1.0
1368,Bahrain,BHR,1986,316.0,25.0,13.0,27.0,44.0,49.999996,49.999996,48.0,47.0,59.0,74.0,91.0,100.99999,112.0,113.0,117.0,109.0,65.0,26.0,5.0000005,1.0
1369,Bahrain,BHR,1987,318.00003,24.0,13.0,27.0,44.0,53.0,55.0,49.999996,49.0,60.000004,75.0,92.99999,104.0,115.0,121.0,120.00001,112.0,69.0,27.0,5.0000005,1.0
1370,Bahrain,BHR,1988,319.0,25.0,13.0,26.0,42.999996,53.0,55.0,53.0,49.999996,60.000004,75.0,95.0,107.99999,117.0,128.0,124.0,114.0,72.0,27.0,6.0,1.0
1371,Bahrain,BHR,1989,322.0,27.0,13.0,24.0,42.999996,53.0,60.000004,56.0,55.0,61.0,76.00001,95.0,112.0,118.0,133.0,129.00002,118.0,75.0,28.0,6.0,1.0
1372,Bahrain,BHR,1990,318.0,27.0,13.0,24.0,41.0,53.999996,60.000004,60.000004,56.0,61.0,77.0,96.0,114.0,121.0,140.0,137.00002,120.00001,76.0,29.0,6.0,1.0
1373,Bahrain,BHR,1991,308.0,28.0,13.0,22.0,38.000004,53.999996,64.0,65.0,60.000004,61.0,78.0,94.0,118.0,124.0,143.0,145.0,123.0,76.0,29.0,6.0,1.0
1374,Bahrain,BHR,1992,297.0,28.0,14.0,22.0,36.0,53.0,66.0,69.00001,65.0,65.0,79.0,92.99999,120.00001,129.00002,143.0,153.0,128.0,74.0,26.0,6.0,1.0
1375,Bahrain,BHR,1993,283.99997,28.0,16.0,25.0,35.0,51.0,64.0,70.0,70.0,70.0,80.0,95.0,121.0,137.00002,146.0,162.0,134.0,78.0,28.0,6.0,1.0
1376,Bahrain,BHR,1994,262.0,28.0,16.0,26.0,35.0,49.0,62.0,73.0,74.99999,72.0,78.0,98.0,120.00001,141.0,152.0,169.0,142.0,82.0,28.0,6.0,1.0
1377,Bahrain,BHR,1995,241.00002,25.0,16.0,27.0,36.000004,46.0,60.000004,73.0,78.0,77.0,79.0,99.99999,118.0,145.0,158.0,176.0,148.0,86.0,28.0,6.0,1.0
1378,Bahrain,BHR,1996,222.0,25.0,16.0,27.0,38.000004,46.0,59.0,73.0,82.0,83.00001,81.0,102.0,116.0,147.0,164.99998,181.0,154.0,88.0,28.0,5.0000005,1.0
1379,Bahrain,BHR,1997,206.99998,24.0,16.0,27.0,39.0,44.999996,57.0,73.0,85.0,88.0,84.00001,100.99999,117.0,146.0,171.0,183.0,161.0,91.0,30.000002,5.0000005,1.0
1380,Bahrain,BHR,1998,195.00002,21.0,15.000001,27.0,39.0,44.999996,56.0,72.0,86.0,94.0,85.00001,99.0,115.0,144.0,176.0,185.99998,167.0,95.0,31.0,5.0000005,0.0
1381,Bahrain,BHR,1999,187.0,21.0,14.0,26.0,41.0,45.999996,56.0,71.0,88.0,98.0,91.0,99.0,116.0,137.0,178.0,192.0,173.00002,97.0,35.0,5.0000005,0.0
1382,Bahrain,BHR,2000,175.0,21.0,14.0,26.0,41.0,45.999996,56.0,69.0,89.0,99.99999,92.99999,94.0,116.0,136.0,176.0,195.00002,178.0,102.0,35.0,4.0,0.0
1383,Bahrain,BHR,2001,163.99998,22.0,14.0,26.0,38.000004,47.0,56.0,69.0,90.0,104.0,99.0,94.0,116.0,134.0,174.0,199.0,178.0,105.00001,36.0,5.0,0.0
1384,Bahrain,BHR,2002,166.00002,21.0,16.0,30.000002,42.0,49.0,59.0,69.0,90.0,109.0,107.0,98.0,118.0,139.0,174.0,206.0,184.0,109.0,37.0,6.0,0.0
1385,Bahrain,BHR,2003,176.0,20.0,16.0,35.0,49.999996,52.0,60.000004,72.0,92.0,116.0,118.0,105.0,119.0,146.0,180.0,213.0,192.0,115.0,39.0,7.0,0.0
1386,Bahrain,BHR,2004,183.00002,20.0,16.0,39.0,59.0,56.0,64.0,74.0,93.0,122.0,129.00002,113.0,121.0,155.0,187.0,219.0,197.0,121.00001,43.0,7.0,0.0
1387,Bahrain,BHR,2005,184.0,20.0,16.0,40.0,68.0,60.000004,67.0,77.0,96.0,128.0,140.0,126.0,123.0,164.0,194.0,222.0,201.0,127.00001,48.0,8.0,0.0
1388,Bahrain,BHR,2006,180.0,20.0,16.0,41.0,73.0,66.0,70.0,80.00001,97.0,134.0,151.0,141.0,128.0,171.0,204.0,222.0,204.0,134.0,53.000004,11.0,1.0
1389,Bahrain,BHR,2007,175.00002,20.0,17.0,38.0,76.00001,73.0,75.0,83.00001,100.99999,137.0,163.0,157.0,135.0,173.00002,212.0,219.0,204.0,142.0,60.999996,13.0,2.0
1390,Bahrain,BHR,2008,171.0,20.0,17.0,38.0,75.0,79.0,80.00001,87.0,106.0,141.0,175.0,174.0,143.0,174.0,218.0,215.0,204.0,148.0,71.0,19.000002,2.0
1391,Bahrain,BHR,2009,166.00002,20.0,17.0,36.0,72.00001,85.00001,87.0,92.99999,111.0,144.0,183.0,189.0,154.0,172.0,220.0,217.0,201.99998,154.0,81.0,26.0,3.0
1392,Bahrain,BHR,2010,163.0,20.0,17.0,35.0,64.0,87.0,94.0,100.99999,117.0,149.0,193.0,204.0,169.0,174.0,216.0,216.0,199.0,163.0,95.0,36.0,4.0
1393,Bahrain,BHR,2011,158.0,20.0,16.0,35.0,60.000004,83.00001,91.99999,99.99999,115.0,146.0,190.0,209.0,174.0,176.0,209.0,207.0,191.0,162.0,98.00001,40.0,6.0
1394,Bahrain,BHR,2012,153.0,19.000002,16.0,35.0,58.0,80.00001,91.0,96.99999,111.0,140.0,182.00002,207.0,181.0,172.0,208.0,201.0,190.0,164.0,103.0,45.0,7.0
1395,Bahrain,BHR,2013,154.0,18.000002,15.000001,33.0,56.0,80.0,96.0,99.99999,114.0,140.0,177.0,212.00002,191.0,177.0,203.0,201.0,189.0,169.0,111.0,47.0,8.0
1396,Bahrain,BHR,2014,159.00002,19.000002,16.0,31.999998,55.0,79.0,96.0,104.0,115.0,142.0,184.0,238.0,227.0,210.0,224.0,221.0,213.0,189.0,125.0,56.0,10.0
1397,Bahrain,BHR,2015,161.00002,21.0,17.0,33.0,53.0,77.0,96.99999,105.0,118.0,148.0,189.0,252.0,252.0,229.0,231.0,232.0,226.00002,203.00002,134.0,60.999996,12.0
1398,Bahrain,BHR,2016,157.0,21.0,17.0,32.0,53.0,80.0,104.0,112.0,125.0,154.0,191.0,250.99998,250.0,226.0,220.0,224.0,222.0,198.0,130.0,58.000004,13.0
1399,Bahrain,BHR,2017,153.0,21.0,17.0,32.0,53.0,85.0,109.0,117.0,128.0,157.0,195.0,256.0,265.00003,248.0,223.0,234.0,235.0,208.0,134.0,59.0,14.0
1400,Bahrain,BHR,2018,149.0,21.0,17.0,31.0,52.0,84.0,110.0,120.00001,131.0,160.0,199.0,259.0,282.0,268.0,233.00002,245.0,250.99998,219.0,139.0,60.999996,14.0
1401,Bahrain,BHR,2019,140.0,21.0,17.0,31.0,50.0,75.0,106.0,117.0,129.00002,160.0,201.0,260.0,297.0,287.0,243.0,262.0,269.0,235.0,147.0,62.0,15.0
1402,Bahrain,BHR,2020,177.0,22.0,15.000001,39.0,49.0,57.0,118.0,149.99998,156.0,195.0,250.0,356.0,408.99997,379.0,333.0,292.99997,312.0,270.0,166.00002,67.0,17.0
1403,Bahrain,BHR,2021,130.0,20.0,17.0,35.0,60.000004,88.0,116.0,126.0,155.99998,210.00002,262.0,362.0,431.99997,431.99997,372.0,372.0,380.0,352.0,201.0,71.0,18.0
1404,Bahrain,BHR,2022,130.0,20.000002,17.0,35.0,57.0,80.0,99.0,96.99999,107.99999,146.0,173.00002,238.0,303.0,322.99997,280.0,312.0,324.0,268.0,147.0,46.0,6.0
1405,Bahrain,BHR,2023,122.0,20.000002,20.000002,30.000002,51.0,67.0,95.0,105.0,121.0,167.0,196.0,239.0,285.0,319.0,267.0,301.0,324.0,285.99997,182.0,74.0,10.0
8658,Kuwait,KWT,1950,1482.0,47.0,25.0,45.0,68.0,72.0,62.0,57.0,44.0,55.0,63.0,49.999996,65.0,95.0,94.0,71.0,33.0,13.0,4.0,0.0,0.0
8659,Kuwait,KWT,1951,1491.0,47.0,25.0,42.0,64.0,72.0,63.0,59.0,46.0,53.0,63.0,53.999996,63.0,94.0,98.0,76.0,36.0,14.0,2.0,0.0,0.0
8660,Kuwait,KWT,1952,1487.0,48.0,26.0,39.0,60.000004,69.00001,64.0,60.000004,49.0,51.0,66.0,60.000004,60.000004,91.0,103.0,79.0,40.0,14.0,2.0,0.0,0.0
8661,Kuwait,KWT,1953,1472.0,48.0,25.0,36.000004,55.0,68.0,65.0,60.000004,53.0,49.0,65.0,64.0,61.0,88.0,107.0,84.0,45.0,14.0,3.0,0.0,0.0
8662,Kuwait,KWT,1954,1453.0,49.0,24.0,35.0,50.0,65.0,65.0,61.0,56.0,48.0,64.0,72.0,59.0,84.0,110.0,89.0,49.000004,16.0,3.0,0.0,0.0
8663,Kuwait,KWT,1955,1425.0,49.0,24.0,34.0,46.0,59.0,63.0,61.0,58.0,48.0,64.0,73.0,62.0,81.0,111.0,93.0,52.0,17.0,4.0,0.0,0.0
8664,Kuwait,KWT,1956,1510.9999,50.0,24.0,37.0,51.0,66.0,70.0,68.0,65.0,56.0,65.0,82.0,71.0,84.0,116.0,105.0,59.0,18.0,4.0,0.0,0.0
8665,Kuwait,KWT,1957,1635.0001,48.0,23.0,38.000004,55.0,70.0,74.99999,74.99999,70.0,64.0,70.0,87.0,81.0,86.0,120.00001,116.0,65.0,22.0,4.0,0.0,0.0
8666,Kuwait,KWT,1958,1719.9999,48.0,23.0,39.0,55.0,70.0,77.0,79.0,74.99999,71.0,71.0,91.0,94.0,88.0,119.0,125.0,73.0,23.0,5.0000005,0.0,0.0
8667,Kuwait,KWT,1959,1803.9999,51.0,23.0,42.999996,59.0,73.0,79.0,83.00001,80.00001,77.0,71.0,92.99999,102.0,94.0,122.0,135.0,80.0,26.0,5.0000005,0.0,0.0
8668,Kuwait,KWT,1960,1873.0,53.0,23.0,44.0,62.0,74.99999,83.00001,85.00001,81.0,81.0,72.0,92.99999,111.0,103.0,125.0,141.0,89.99999,28.0,5.0000005,0.0,0.0
8669,Kuwait,KWT,1961,1932.0,56.0,23.0,45.0,65.0,78.0,84.00001,88.0,85.00001,85.00001,77.0,93.0,118.0,113.0,130.0,148.99998,100.0,32.0,6.0,0.0,0.0
8670,Kuwait,KWT,1962,1984.0,59.0,23.0,46.0,68.0,79.0,85.0,89.99999,89.0,89.0,81.0,92.0,122.0,129.00002,135.0,154.0,109.0,37.0,8.0,0.0,0.0
8671,Kuwait,KWT,1963,2037.0,62.0,23.0,49.0,72.0,80.00001,84.00001,89.99999,89.99999,91.99999,89.0,91.0,121.0,138.0,135.0,155.0,119.0,41.0,8.0,0.0,0.0
8672,Kuwait,KWT,1964,2082.0,65.0,23.0,50.0,74.0,80.00001,84.00001,89.99999,92.99999,95.0,96.0,92.0,120.00001,147.0,140.0,156.0,128.0,45.0,9.000001,0.0,0.0
8673,Kuwait,KWT,1965,2127.0,65.0,25.0,51.0,74.0,80.00001,82.0,89.99999,92.99999,99.99999,100.99999,95.0,119.0,152.0,145.0,156.0,135.0,49.000004,10.000001,0.0,0.0
8674,Kuwait,KWT,1966,2166.0,65.0,25.0,53.0,75.0,80.00001,82.0,89.0,94.0,99.99999,106.0,99.0,119.0,154.0,153.0,157.0,140.0,57.0,11.0,1.0,0.0
8675,Kuwait,KWT,1967,2240.0,66.0,26.0,53.0,74.0,78.0,79.0,87.0,94.0,104.0,110.0,105.0,117.0,158.0,171.99998,169.0,148.0,62.0,12.0,1.0,0.0
8676,Kuwait,KWT,1968,2314.0002,70.0,28.0,52.0,73.0,78.0,77.0,86.0,96.0,107.99999,114.0,114.0,116.0,160.0,190.0,183.0,156.0,68.0,14.0,1.0,0.0
8677,Kuwait,KWT,1969,2372.0,71.0,28.0,54.0,73.0,77.0,77.0,85.0,96.99999,111.0,117.0,122.0,116.0,164.0,208.0,199.0,168.0,75.0,16.0,1.0,0.0
8678,Kuwait,KWT,1970,2389.9998,74.0,31.0,55.0,74.0,78.0,77.0,86.0,99.0,116.0,125.0,132.0,122.0,166.0,222.0,215.0,177.0,78.0,18.000002,2.0,0.0
8679,Kuwait,KWT,1971,2363.0,77.0,31.0,55.0,75.0,79.0,78.0,87.0,100.99999,122.0,133.0,142.0,131.0,167.0,232.0,232.0,190.0,83.00001,20.0,2.0,0.0
8680,Kuwait,KWT,1972,2323.0,79.0,34.0,60.000004,77.00001,81.0,82.0,91.0,107.0,130.0,143.0,152.0,144.0,170.0,240.00002,249.0,199.0,89.0,23.0,2.0,0.0
8681,Kuwait,KWT,1973,2280.0,83.0,37.0,65.0,82.0,85.00001,87.0,96.0,115.0,139.0,156.0,164.0,160.0,171.99998,247.0,267.00003,208.0,95.0,26.0,2.0,0.0
8682,Kuwait,KWT,1974,2235.0002,84.0,40.0,72.0,88.0,89.99999,92.99999,102.0,121.0,150.0,169.0,177.0,179.0,180.0,252.0,286.0,217.0,102.0,26.0,3.0,0.0
8683,Kuwait,KWT,1975,2193.0,89.0,44.0,79.0,96.0,98.0,99.0,109.0,131.0,162.0,184.0,195.00002,197.0,192.0,258.00003,301.0,226.0,111.0,31.0,4.0,0.0
8684,Kuwait,KWT,1976,2154.0,93.0,48.0,88.0,103.0,105.0,107.0,117.0,138.0,173.00002,200.0,210.0,216.0,209.0,265.0,314.0,242.0,120.00001,31.0,4.0,0.0
8685,Kuwait,KWT,1977,2082.0,97.0,49.000004,94.0,117.0,118.0,119.0,131.0,152.00002,184.0,210.00002,222.0,223.0,216.0,252.99998,306.0,255.0,125.0,33.0,4.0,0.0
8686,Kuwait,KWT,1978,2000.0,99.0,52.0,99.0,130.0,132.0,134.0,145.0,164.0,197.0,220.0,232.0,229.0,224.0,243.0,296.0,266.0,129.00002,36.0,5.0000005,0.0
8687,Kuwait,KWT,1979,1906.0,101.0,53.999996,100.0,141.0,144.0,146.0,158.0,177.0,210.00002,231.0,240.00002,234.99998,233.0,234.0,287.0,273.0,136.0,39.0,6.0,0.0
8688,Kuwait,KWT,1980,1814.9999,103.0,53.999996,102.0,147.0,155.0,157.0,171.0,190.0,220.0,242.0,250.0,242.0,241.0,230.0,276.0,273.0,146.0,44.0,7.0,0.0
8689,Kuwait,KWT,1981,1712.0,102.0,57.0,102.0,150.0,160.00002,165.0,178.99998,201.0,232.0,252.99998,260.0,250.99998,249.0,231.0,263.0,269.0,154.0,47.000004,7.0,1.0
8690,Kuwait,KWT,1982,1628.0,99.0,56.0,100.0,149.0,166.00002,173.00002,185.99998,206.0,238.0,258.00003,266.0,259.0,252.99998,239.0,252.0,263.0,164.99998,51.0,8.0,1.0
8691,Kuwait,KWT,1983,1544.0,96.0,53.999996,97.0,149.0,171.0,178.99998,190.0,212.0,244.0,263.0,273.0,264.0,256.0,250.99998,240.00002,258.0,173.00002,52.0,8.0,1.0
8692,Kuwait,KWT,1984,1459.0,94.0,52.0,95.0,145.0,174.0,181.0,194.0,216.0,247.0,267.0,278.0,271.0,259.0,260.0,234.0,248.0,180.0,56.0,11.0,1.0
8693,Kuwait,KWT,1985,1347.0,91.0,52.0,91.0,135.0,169.0,180.0,194.0,218.0,250.99998,275.0,287.0,280.0,267.0,272.0,235.0,243.0,180.0,61.0,11.0,1.0
8694,Kuwait,KWT,1986,1259.0,88.0,51.0,87.0,129.00002,164.0,180.0,194.0,219.0,255.0,279.0,292.99997,287.0,275.0,280.0,242.0,236.0,181.0,66.0,11.0,1.0
8695,Kuwait,KWT,1987,1166.9999,88.0,49.999996,84.0,115.0,147.0,171.0,192.0,225.0,269.0,300.0,320.0,317.0,305.0,303.0,264.0,229.0,180.0,71.0,12.0,1.0
8696,Kuwait,KWT,1988,1093.0,88.0,49.999996,84.0,105.0,131.0,162.0,190.0,230.0,283.0,322.0,348.0,350.0,338.0,329.99997,292.0,228.0,177.0,76.0,12.0,1.0
8697,Kuwait,KWT,1989,1027.0001,87.0,51.0,83.00001,96.0,116.0,152.00002,188.0,234.0,295.00003,345.0,378.0,384.0,374.0,359.0,321.0,232.00002,176.0,80.0,15.000001,1.0
8698,Kuwait,KWT,1990,1103.0,131.0,78.0,192.0,299.0,342.0,417.0,436.99997,436.0,457.00003,465.0,481.0,468.99997,446.0,416.0,360.0,248.0,177.0,84.0,16.0,1.0
8699,Kuwait,KWT,1991,434.0,40.0,28.0,99.0,164.0,156.0,196.00002,221.0,227.0,238.0,245.0,258.00003,250.99998,245.99998,231.0,198.0,134.0,81.0,39.0,10.000001,1.0
8700,Kuwait,KWT,1992,587.0,55.0,36.0,59.0,64.0,61.0,84.0,123.0,172.0,233.0,288.0,331.0,346.00003,350.0,339.00003,292.0,203.0,114.0,56.0,13.0,1.0
8701,Kuwait,KWT,1993,588.0,54.0,37.0,64.0,70.0,61.0,83.00001,128.0,185.0,257.0,319.0,370.0,390.00003,399.0,386.0,327.0,233.0,119.0,57.0,16.0,1.0
