Unnamed: 0,Entity,Code,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+
14990,Saudi Arabia,SAU,1992,15743.999,1248.0,617.0,979.00006,1117.0,1173.0,1342.9999,1621.0,1858.0,2027.9999,2187.0,2433.0,2788.0,3132.0,3246.0,2965.0002,2166.0,1171.0,383.0,69.0,7.0
14991,Saudi Arabia,SAU,1993,14837.999,1208.0,619.0,995.0,1122.0,1171.0,1354.0,1656.0,1939.9999,2129.9998,2306.0,2546.0,2898.0,3248.0,3372.0,3086.0,2249.0,1215.0,400.0,72.0,7.0
14992,Saudi Arabia,SAU,1994,13983.001,1164.0,621.0,1013.0,1131.0,1166.0,1361.0,1689.0,2022.0001,2242.0,2442.9998,2673.0,3018.0,3367.0,3505.0,3214.0,2343.9998,1261.0,419.0,75.0,7.0
14993,Saudi Arabia,SAU,1995,13153.0,1118.0,622.0,1033.0,1144.0,1164.0,1366.0,1720.0,2096.0,2360.0002,2593.9998,2809.0,3148.0,3491.0,3645.0,3354.0,2452.0002,1312.0,441.0,81.0,8.0
14994,Saudi Arabia,SAU,1996,12369.0,1072.0,620.0,1054.0,1159.0,1161.0,1368.0,1742.0,2164.0,2477.0,2747.0,2950.0,3282.0,3622.0,3796.0,3506.0,2576.0,1373.0,465.0,85.99999,8.0
14995,Saudi Arabia,SAU,1997,11661.0,1024.0,617.0,1075.0,1174.0,1157.0,1363.0,1755.0,2215.0,2585.0,2891.0,3090.0002,3419.0,3762.0,3959.0,3678.0,2716.0,1447.0,491.0,91.0,9.0
14996,Saudi Arabia,SAU,1998,11044.001,977.0,611.0,1095.0,1189.0,1154.0,1352.0,1750.9999,2248.0,2681.0,3010.0,3224.0,3552.0,3910.0,4135.9995,3871.0,2877.0,1536.0,522.0,97.0,9.0
14997,Saudi Arabia,SAU,1999,10414.001,932.99994,602.0,1114.0,1206.0,1151.0,1338.0,1739.0,2266.0,2763.0,3117.0,3359.0,3686.9998,4065.0,4316.0,4074.9998,3051.0,1635.0,551.0,103.0,10.0
14998,Saudi Arabia,SAU,2000,9880.0,900.99994,597.0,1139.0,1232.0,1157.0001,1329.0,1734.0,2286.0,2839.0,3237.0,3512.0,3836.0,4225.0,4490.0,4272.0,3222.0,1736.0,583.0,110.0,10.0
14999,Saudi Arabia,SAU,2001,9128.0,872.99994,622.0,1252.0,1327.0,1188.0,1327.0,1707.0,2271.0,2853.0,3286.0,3619.0,3956.0,4359.0,4643.0,4465.0,3405.0,1849.0,619.0,117.0,11.0
15000,Saudi Arabia,SAU,2002,8484.0,844.99994,644.0,1370.0,1448.0,1245.0,1347.0,1705.0,2279.0,2895.0,3362.0,3744.0,4093.0,4474.0,4751.0,4610.0,3558.0,1945.0,655.0,124.0,12.0
15001,Saudi Arabia,SAU,2003,7934.0,821.0,661.0,1486.0,1598.0,1331.0,1392.0,1739.0,2316.0,2978.0002,3497.0,3895.0,4258.0,4562.9995,4800.0,4683.0,3664.0,2022.0001,688.0,131.0,12.0
15002,Saudi Arabia,SAU,2004,7512.0,801.0,674.0,1600.0,1778.0,1451.0,1469.0,1807.0,2389.9998,3102.0,3685.0,4086.0,4452.0,4629.0,4797.0,4695.0,3730.0,2089.0,721.0,137.0,13.0
15003,Saudi Arabia,SAU,2005,7310.0,784.00006,686.0,1698.0,1964.0,1591.0,1565.0,1893.0,2486.0,3251.9998,3905.0,4311.0,4654.9995,4686.0,4763.0,4677.0,3784.0,2163.0,757.0,145.0,14.0
15004,Saudi Arabia,SAU,2006,7187.0,768.0,694.0,1780.9999,2152.0,1753.0,1682.0,1996.0,2600.0,3412.0,4148.0,4550.0,4848.0,4746.0005,4736.0,4669.0,3855.0,2260.0,807.0,156.0,16.0
15005,Saudi Arabia,SAU,2007,7110.0,769.0,712.0,1850.0,2325.0,1936.0,1825.0,2111.0,2727.0,3570.0,4396.0,4797.0,5008.0,4827.0,4738.0,4709.0,3971.0,2399.0,874.0,178.0,18.0
15006,Saudi Arabia,SAU,2008,6845.9995,782.0,739.0,1901.0,2460.0,2125.0,1984.0,2219.0,2845.0,3707.0,4621.0,5040.0,5116.0,4938.0,4803.0,4828.0,4163.0,2598.0,971.0,211.0,21.0
15007,Saudi Arabia,SAU,2009,6628.0005,814.0,780.0,1937.0,2546.0,2308.0,2151.0,2318.0,2945.0,3806.0,4799.0,5245.0,5183.0,5074.0,4939.0,5040.0,4446.0,2871.0,1115.9999,247.0,24.0
15008,Saudi Arabia,SAU,2010,6252.0,835.00006,820.0,1946.0,2575.0,2457.0,2312.0,2392.0,3002.0,3854.0,4899.0,5376.0,5205.0,5185.0005,5113.0,5303.0,4783.0,3195.0,1305.0,289.0,29.0
15009,Saudi Arabia,SAU,2011,6117.0,864.0,865.0,1946.0001,2576.0,2590.0,2465.0,2457.0,3026.0,3866.0,4922.0,5429.0,5188.0,5231.0,5296.0,5567.0,5128.0005,3541.0,1525.0,342.0,34.0
15010,Saudi Arabia,SAU,2012,5960.0,889.00006,906.0,1939.0,2565.0,2698.0,2599.0,2508.0,3011.0002,3835.0,4859.0,5389.0,5133.0,5169.0,5438.0,5771.0,5426.0,3866.0,1757.0,397.0,51.0
15011,Saudi Arabia,SAU,2013,5651.0,901.0,936.0,1928.0,2562.0,2782.0,2703.0,2543.0,2957.0,3759.0,4710.0,5241.0,5035.0,4977.0,5483.0,5851.0,5603.0,4113.0,1967.9999,457.0,79.0
15012,Saudi Arabia,SAU,2014,5508.0,896.0,940.0,1917.0,2585.0,2843.0,2764.0,2562.0,2878.0,3645.0,4490.0,5005.0,4883.0,4684.0,5385.9995,5774.0,5604.0,4235.0,2137.0,549.0,82.0
15013,Saudi Arabia,SAU,2015,5266.0,874.0,925.0,1896.0,2611.0,2872.0,2793.0,2587.0,2816.0,3539.0,4284.0,4771.0,4737.0,4390.0,5181.0,5606.0,5488.0,4265.0,2265.0,665.0,79.0
15014,Saudi Arabia,SAU,2016,5113.0,839.0,891.99994,1859.0,2600.9998,2857.9998,2811.0,2656.0,2821.0,3501.9998,4186.0,4644.0,4684.0,4192.0,4929.0,5450.0,5349.0,4268.0,2373.9998,799.0,86.0
15015,Saudi Arabia,SAU,2017,4917.0005,792.0,844.0,1784.0,2486.0,2721.0,2758.0,2715.0,2857.9998,3500.0,4198.0,4667.0,4849.0,4180.0,4862.0,5485.0,5399.0,4389.0,2510.0,904.0,103.0
15016,Saudi Arabia,SAU,2018,4614.0,738.00006,784.99994,1665.0,2245.0,2464.0,2624.0,2742.0,2904.0,3526.0,4304.0,4819.9995,5073.0,4343.0,5058.0,5757.0,5668.0,4616.0,2641.0,960.0,117.0
15017,Saudi Arabia,SAU,2019,4119.0,688.0,731.0,1516.0,2010.0,2279.0,2574.9998,2876.0,3074.0,3703.0,4663.0,5215.0,5409.0,4661.0005,5486.0,6240.0,6102.9995,4845.9995,2682.0,948.0,123.0
15018,Saudi Arabia,SAU,2020,3727.0,654.0,696.0,1385.0,1932.0,2323.0,2746.0,3212.0,3556.0,4166.0,5447.0,6092.0,6196.0,5281.0,6234.0,7048.0,6768.0,5117.0,2658.0,886.99994,119.0
15019,Saudi Arabia,SAU,2021,3439.0002,629.0,688.0,1299.0,1845.0,2348.0,2872.0,3484.0002,3989.0,4600.0,6072.0,6929.0,6923.0,5904.0005,6924.0,7788.0,7340.9995,5303.0,2600.0002,823.0,110.0
15020,Saudi Arabia,SAU,2022,3201.0,613.0,714.0,1319.0,1921.0,2504.0,2906.0002,3556.0,4148.0,4629.0,6010.0,6934.0,6948.0,5977.0,7043.0,7904.0,7465.0,5364.0,2622.0,817.0,103.0
15021,Saudi Arabia,SAU,2023,3323.0,627.0,821.0,1585.0,2185.0,2659.0,2958.0,3472.0,4034.0,4384.0,5326.0,6146.0,6404.9995,5706.0005,6145.0,7051.0,6620.0,4928.0,2522.0,826.0,115.0
17686,United Arab Emirates,ARE,1950,1011.00006,35.0,26.0,33.0,38.000004,37.0,35.0,35.0,35.0,40.000004,44.0,49.0,55.0,60.000004,55.0,44.0,21.0,8.0,3.0,0.0,0.0
17687,United Arab Emirates,ARE,1951,1023.99994,39.0,26.999998,36.000004,40.000004,39.0,35.0,35.0,35.0,39.0,42.999996,48.0,53.999996,60.000004,58.0,44.0,21.0,9.000001,3.0,0.0,0.0
17688,United Arab Emirates,ARE,1952,1035.0,43.0,31.0,39.0,42.999996,42.0,36.000004,35.0,35.0,38.000004,42.0,48.0,55.0,60.000004,59.0,48.0,25.0,8.0,2.0,0.0,0.0
17689,United Arab Emirates,ARE,1953,1039.0,45.0,32.0,42.999996,44.999996,42.999996,40.000004,38.000004,35.0,38.000004,42.0,47.0,53.999996,60.000004,59.0,48.0,27.0,9.000001,2.0,0.0,0.0
17690,United Arab Emirates,ARE,1954,1038.0,46.0,34.0,45.999996,49.999996,47.0,40.000004,40.000004,35.0,37.0,42.0,47.0,53.0,60.000004,60.000004,49.999996,30.000002,9.000001,2.0,0.0,0.0
17691,United Arab Emirates,ARE,1955,1031.0,48.0,35.0,49.0,53.999996,49.0,42.0,40.000004,36.000004,37.0,41.0,47.0,53.0,59.0,60.000004,52.0,30.000002,11.0,3.0,0.0,0.0
17692,United Arab Emirates,ARE,1956,1021.99994,50.0,36.0,52.0,57.0,52.0,44.999996,42.0,38.000004,37.0,41.0,47.0,53.0,59.0,60.000004,53.0,34.0,12.0,3.0,0.0,0.0
17693,United Arab Emirates,ARE,1957,1010.0,48.0,36.0,55.0,60.000004,53.999996,47.0,44.0,40.000004,39.0,40.000004,45.999996,52.0,58.0,60.000004,55.0,35.0,13.0,3.0,0.0,0.0
17694,United Arab Emirates,ARE,1958,1001.00006,48.0,36.0,56.0,65.0,59.0,49.999996,45.999996,40.000004,40.000004,40.000004,44.999996,52.0,57.0,60.000004,56.0,37.0,15.000001,3.0,0.0,0.0
17695,United Arab Emirates,ARE,1959,996.0,47.000004,35.0,58.0,68.0,62.0,52.0,48.0,42.0,40.000004,40.000004,44.999996,51.0,56.0,60.000004,56.0,40.0,16.0,2.0,0.0,0.0
17696,United Arab Emirates,ARE,1960,988.00006,46.0,34.0,59.0,72.0,65.0,55.0,51.0,44.0,40.000004,40.000004,44.0,52.0,56.0,60.000004,56.0,40.0,17.0,3.0,0.0,0.0
17697,United Arab Emirates,ARE,1961,982.0,46.0,31.999998,59.0,74.0,70.0,58.0,53.0,47.0,42.0,40.000004,42.999996,52.0,55.0,60.000004,56.0,41.0,19.0,4.0,0.0,0.0
17698,United Arab Emirates,ARE,1962,974.00006,45.0,31.0,60.000004,77.00001,73.0,61.0,57.0,49.999996,44.999996,41.0,42.999996,52.0,55.0,59.0,55.0,42.0,20.0,5.0000005,0.0,0.0
17699,United Arab Emirates,ARE,1963,963.0,43.0,28.0,59.0,78.0,76.00001,66.0,59.0,53.0,47.0,44.999996,42.999996,52.0,55.0,55.0,53.999996,42.0,20.0,5.0000005,0.0,0.0
17700,United Arab Emirates,ARE,1964,948.0,43.0,26.0,55.0,79.0,80.0,68.0,63.0,56.0,51.0,44.999996,44.999996,51.0,55.0,55.0,53.0,41.0,21.0,5.0000005,0.0,0.0
17701,United Arab Emirates,ARE,1965,916.0,44.0,24.0,53.0,79.0,82.0,72.0,66.0,59.0,53.0,48.0,44.999996,49.0,55.0,55.0,52.0,41.0,21.0,5.0000005,0.0,0.0
17702,United Arab Emirates,ARE,1966,858.0,44.0,23.0,48.0,77.0,83.00001,76.0,68.0,62.0,57.0,51.0,45.999996,49.0,57.0,55.0,49.999996,38.000004,21.0,7.0,0.0,0.0
17703,United Arab Emirates,ARE,1967,773.0,45.0,19.000002,45.0,75.0,84.00001,77.0,72.0,65.0,61.0,53.999996,49.0,47.0,58.0,55.0,48.0,35.0,19.0,7.0,0.0,0.0
17704,United Arab Emirates,ARE,1968,657.0,45.0,19.000002,40.0,70.0,82.0,80.00001,73.0,68.0,64.0,58.0,52.0,48.0,58.0,55.0,46.0,33.0,16.0,6.0,0.0,0.0
17705,United Arab Emirates,ARE,1969,738.0,46.0,23.0,52.0,84.0,89.99999,88.0,81.0,74.99999,70.0,65.0,63.0,55.0,62.0,61.0,51.0,34.0,17.0,6.0,0.0,0.0
17706,United Arab Emirates,ARE,1970,821.99994,48.0,26.0,65.0,105.0,103.0,99.99999,90.0,81.0,79.0,68.0,76.0,67.0,71.0,71.0,57.0,38.000004,18.000002,6.0,0.0,0.0
17707,United Arab Emirates,ARE,1971,863.00006,48.0,27.0,74.0,126.0,117.0,110.0,100.99999,89.99999,89.0,73.0,88.0,81.0,80.0,81.0,66.0,45.0,20.0,6.0,0.0,0.0
17708,United Arab Emirates,ARE,1972,883.0,48.0,27.0,77.0,144.0,136.0,122.0,114.0,99.99999,99.99999,82.0,94.0,99.99999,90.0,96.0,77.0,50.0,25.0,6.0,0.0,0.0
17709,United Arab Emirates,ARE,1973,886.0,52.0,27.0,77.0,156.0,156.0,132.0,129.00002,110.0,110.0,95.0,98.00001,122.0,103.0,110.0,90.0,62.0,29.000002,8.0,0.0,0.0
17710,United Arab Emirates,ARE,1974,878.0,55.0,28.0,74.0,163.0,178.0,142.0,144.0,123.0,122.0,111.0,98.00001,144.0,119.0,128.0,106.0,74.0,35.0,11.0,0.0,0.0
17711,United Arab Emirates,ARE,1975,862.0,59.0,28.0,67.0,164.99998,199.0,155.0,159.00002,137.0,132.0,131.0,98.0,164.0,141.0,146.0,126.0,89.0,44.0,13.0,1.0,0.0
17712,United Arab Emirates,ARE,1976,837.0,62.0,28.0,60.0,161.0,215.0,175.0,172.0,155.0,145.0,150.0,106.0,176.0,170.0,165.0,149.0,107.99999,56.0,19.0,2.0,0.0
17713,United Arab Emirates,ARE,1977,913.00006,64.0,30.000002,73.0,184.0,236.0,201.0,184.0,170.0,155.0,154.0,121.0,162.0,184.0,166.00002,154.0,109.0,58.000004,20.0,2.0,0.0
17714,United Arab Emirates,ARE,1978,974.00006,67.0,31.0,77.99999,201.0,263.0,226.0,201.0,189.0,169.0,158.0,132.0,151.0,191.0,168.00002,158.0,112.0,61.0,20.0,3.0,0.0
17715,United Arab Emirates,ARE,1979,1010.99994,73.0,32.0,77.0,212.0,290.0,255.0,221.0,208.0,184.0,169.0,139.0,151.00002,191.0,174.0,161.0,115.0,62.0,20.0,3.0,0.0
17716,United Arab Emirates,ARE,1980,1025.0,78.0,36.000004,72.0,214.0,319.0,286.0,248.0,229.0,206.0,186.0,142.0,157.0,186.99998,181.0,164.0,119.0,65.0,21.0,3.0,0.0
17717,United Arab Emirates,ARE,1981,1008.0,86.0,38.000004,66.0,208.0,342.0,321.0,278.0,254.00002,228.0,207.0,147.0,164.0,182.0,185.0,166.0,120.00001,65.0,21.0,3.0,0.0
17718,United Arab Emirates,ARE,1982,983.0,88.0,41.0,70.0,199.0,328.0,334.0,291.0,265.0,242.0,214.0,167.0,164.0,191.0,192.0,171.99998,125.0,71.0,22.0,4.0,0.0
17719,United Arab Emirates,ARE,1983,956.99994,92.0,41.0,73.0,192.0,319.0,346.00003,307.0,277.0,259.0,220.0,182.00002,166.00002,199.0,199.99998,182.0,133.0,73.0,24.0,4.0,0.0
17720,United Arab Emirates,ARE,1984,928.00006,97.0,44.0,74.0,185.0,316.0,354.0,329.0,288.0,280.0,229.0,194.0,172.0,206.0,208.0,189.00002,138.0,79.0,28.0,4.0,0.0
17721,United Arab Emirates,ARE,1985,895.99994,104.0,47.0,74.0,176.0,317.0,359.0,352.0,302.0,302.0,243.0,201.0,183.0,212.0,218.0,197.0,147.0,84.0,31.0,5.0000005,0.0
17722,United Arab Emirates,ARE,1986,871.0,109.0,51.0,72.0,166.00002,318.0,364.0,375.0,320.0,319.0,263.0,201.99998,191.0,218.0,229.0,207.0,155.0,89.0,34.0,7.0,0.0
17723,United Arab Emirates,ARE,1987,840.0,112.0,59.0,98.00001,177.0,305.0,371.0,386.0,346.00003,327.00003,289.0,219.0,201.99998,225.0,242.0,217.0,162.0,91.0,36.0,7.0,1.0
17724,United Arab Emirates,ARE,1988,812.0,114.0,67.0,117.0,193.0,295.0,380.99997,394.0,374.0,336.0,313.00003,239.0,216.0,232.00002,255.0,229.0,169.0,96.0,36.0,7.0,1.0
17725,United Arab Emirates,ARE,1989,787.0,117.0,72.0,132.0,218.0,292.99997,389.0,406.0,404.0,349.0,335.0,257.0,231.0,241.0,268.0,241.0,178.99998,101.0,37.0,8.0,1.0
17726,United Arab Emirates,ARE,1990,765.00006,119.0,74.0,142.0,245.0,296.0,401.0,423.0,437.0,371.0,355.0,280.0,247.0,252.0,281.00003,254.00002,187.0,105.0,40.0,9.000001,1.0
17727,United Arab Emirates,ARE,1991,732.0,122.99999,79.0,148.0,271.0,312.0,415.00003,449.0,471.0,409.0,375.0,308.0,263.0,266.0,291.0,266.0,196.00002,111.0,44.0,9.000001,1.0
17728,United Arab Emirates,ARE,1992,709.00006,126.0,85.0,151.0,293.0,345.0,436.0,490.0,510.99997,463.0,398.0,341.0,281.00003,282.0,298.0,275.0,204.0,117.0,46.0,9.000001,1.0
17729,United Arab Emirates,ARE,1993,673.0,127.99999,90.0,153.0,310.0,389.0,465.0,543.0,560.0,532.0,430.0,378.0,296.0,298.0,304.0,282.0,211.0,122.0,49.0,11.0,1.0
17730,United Arab Emirates,ARE,1994,663.0,130.0,96.99999,155.0,316.0,441.0,501.0,602.0,615.0,610.0,471.00003,413.0,309.0,311.0,308.0,283.0,218.0,129.0,54.0,11.0,1.0
17731,United Arab Emirates,ARE,1995,597.0,131.0,103.0,152.00002,311.0,485.0,540.0,657.0,671.0,682.00006,524.0,437.0,318.0,313.00003,310.0,282.0,222.0,136.0,58.000004,12.0,1.0
17732,United Arab Emirates,ARE,1996,565.0,128.0,107.0,152.0,294.0,506.99997,577.0,688.0,719.0,737.0,578.0,446.0,321.0,305.0,308.0,278.0,226.0,143.0,60.0,16.0,1.0
17733,United Arab Emirates,ARE,1997,565.0,121.0,116.0,197.0,329.0,505.0,576.0,664.00006,730.0,764.0,643.0,467.0,352.0,320.0,328.0,295.0,244.0,153.0,62.0,15.000001,1.0
17734,United Arab Emirates,ARE,1998,583.0,109.0,113.0,225.00002,358.0,488.0,549.0,610.0,702.0,742.0,673.0,468.0,361.0,325.00003,340.0,315.0,266.0,168.0,65.0,16.0,1.0
17735,United Arab Emirates,ARE,1999,614.0,98.0,100.0,232.0,372.0,461.0,501.0,541.0,640.0,688.0,660.0,457.00003,349.0,324.0,343.99997,336.00003,296.0,188.0,72.0,18.0,2.0
17736,United Arab Emirates,ARE,2000,632.0,88.0,86.0,222.0,375.0,428.0,451.0,473.0,565.0,618.99994,624.0,440.0,327.00003,318.00003,344.0,357.99997,335.0,215.0,83.00001,18.000002,2.0
17737,United Arab Emirates,ARE,2001,640.0,81.0,70.0,204.0,364.0,397.0,406.0,417.0,493.0,552.0,574.0,425.0,306.0,307.0,343.99997,382.0,379.0,252.0,98.0,18.000002,2.0
17738,United Arab Emirates,ARE,2002,646.0,77.0,58.0,178.99998,345.0,378.00003,370.0,376.0,434.0,499.0,519.0,412.0,294.0,294.0,345.0,406.0,434.0,303.0,118.0,22.0,3.0
17739,United Arab Emirates,ARE,2003,657.0,71.0,49.000004,158.0,324.0,366.99997,353.0,352.0,394.0,462.0,475.0,405.0,297.0,282.0,350.0,433.0,499.0,370.0,147.0,26.0,5.0
17740,United Arab Emirates,ARE,2004,652.0,68.0,44.0,138.00002,304.0,364.00003,349.0,344.0,379.0,439.0,450.00003,405.0,311.0,275.0,360.0,463.0,572.0,455.0,187.0,37.0,6.0
17741,United Arab Emirates,ARE,2005,637.99994,64.0,41.0,119.0,282.0,365.0,350.0,351.0,374.0,428.0,434.0,417.0,336.99997,275.0,374.0,499.0,657.0,560.0,241.0,55.0,4.0
17742,United Arab Emirates,ARE,2006,589.0,61.0,39.0,102.0,260.0,363.0,357.0,371.0,380.0,424.0,431.0,428.0,373.0,289.0,384.0,542.0,750.0,689.0,315.0,83.0,4.0
17743,United Arab Emirates,ARE,2007,589.0,62.0,41.0,102.0,263.0,378.00003,380.0,397.0,405.0,441.0,451.0,447.0,414.0,320.0,379.0,559.0,775.0,717.0,327.00003,88.0,6.0
17744,United Arab Emirates,ARE,2008,593.0,68.0,45.0,110.0,290.0,423.0,423.0,440.0,450.00003,482.0,496.0,497.0,460.0,359.0,387.0,480.0,648.0,601.0,268.0,70.0,7.0
17745,United Arab Emirates,ARE,2009,659.0,71.0,47.0,115.0,300.0,448.0,450.0,465.0,478.0,512.0,531.0,537.0,493.0,391.0,407.0,452.0,598.0,552.0,242.0,60.0,7.0
17746,United Arab Emirates,ARE,2010,673.00006,72.0,48.0,114.0,292.0,444.0,454.0,460.0,480.0,519.0,542.0,548.0,499.0,407.0,447.0,345.0,445.0,413.0,191.0,52.0,6.0
17747,United Arab Emirates,ARE,2011,682.0,71.0,50.0,113.00001,283.0,440.0,460.0,458.0,484.0,526.0,552.0,561.0,512.0,425.0,496.0,316.0,393.0,360.0,166.0,45.0,5.0
17748,United Arab Emirates,ARE,2012,705.0,71.0,52.0,113.00001,276.0,438.0,471.0,461.0,492.0,538.0,565.0,577.0,533.0,448.0,551.0,355.0,451.0,408.0,191.0,52.0,4.0
17749,United Arab Emirates,ARE,2013,724.0,74.0,52.0,110.0,271.0,436.0,479.0,469.0,505.0,550.0,581.0,593.0,552.0,472.0,595.0,407.0,495.0,447.0,213.0,60.000004,4.0
17750,United Arab Emirates,ARE,2014,725.0,74.0,53.999996,113.00001,273.0,432.0,488.0,489.00003,523.0,568.0,596.0,611.0,576.0,499.0,613.00006,456.0,509.0,465.0,219.00002,60.0,5.0
17751,United Arab Emirates,ARE,2015,723.00006,74.0,57.0,113.00001,278.0,432.0,501.0,516.00006,547.0,595.0,617.0,635.0,605.0,529.0,621.0,540.0,595.0,549.0,255.0,69.0,7.0
17752,United Arab Emirates,ARE,2016,721.0,72.0,57.0,114.0,284.0,430.0,510.0,539.00006,572.0,621.0,636.0,653.0,636.00006,557.0,630.0,566.0,601.0,560.0,256.0,71.0,9.0
17753,United Arab Emirates,ARE,2017,715.0,69.0,55.0,114.0,281.00003,421.0,510.0,560.0,586.0,634.0,644.00006,662.0,654.00006,575.0,645.0,524.0,529.0,485.0,224.0,64.0,10.0
17754,United Arab Emirates,ARE,2018,684.0,64.0,52.0,108.0,271.0,404.0,504.0,577.0,587.0,631.0,641.00006,653.0,656.0,580.0,663.0,523.0,560.0,491.0,229.0,64.0,8.0
17755,United Arab Emirates,ARE,2019,659.0,57.0,47.0,100.0,255.0,385.0,503.00003,587.0,585.99994,626.0,635.0,641.00006,648.0,582.0,681.0,534.00006,617.0,504.0,248.0,72.0,7.0
17756,United Arab Emirates,ARE,2020,654.00006,45.0,45.999996,76.00001,229.0,384.0,548.0,623.0,773.0,827.0,922.0,903.0,948.0,706.0,786.0,607.0,655.00006,475.0,269.0,82.0,6.0
17757,United Arab Emirates,ARE,2021,604.0,35.0,24.999998,45.0,222.99998,339.0,406.00003,452.0,682.00006,858.99994,958.0,934.0,988.0,1149.0,1327.0,882.0,1106.0,834.0,382.0,83.0,7.0
17758,United Arab Emirates,ARE,2022,610.0,61.0,75.0,107.99999,312.0,519.0,682.99994,793.0,929.0,921.0,863.00006,778.0,788.0,810.0,995.0,806.0,1128.0,724.0,176.0,1.0,2.0
17759,United Arab Emirates,ARE,2023,636.0,34.0,31.0,70.0,183.0,325.0,526.0,651.0,651.0,699.0,675.0,665.0,704.0,653.0,802.0,696.99994,906.0,674.0,266.0,64.0,3.0
